58921, 5.5222, 9.5369, 5.19058;
58936, 16.546, -6.16061, -2.94377;
58952, -6.5037, 3.76353, -12.2864;
58968, 12.6484, 24.8664, -0.211975;
58983, -0.520568, 24.3934, 21.2917;
58999, -3.77043, 22.7798, -4.47729;
59014, -39.3237, -4.58722, 10.9675;
59030, 11.0241, 19.6828, -12.4656;
59046, 6.49636, -3.35812, 22.7196;
59046, 26.9598, 34.1033, -35.8661;
59061, 12.0767, 13.0063, 24.7012;
59077, -5.71262, 12.7073, -10.1021;
59092, 0.329591, -20.2852, -2.76242;
59108, -8.26811, -5.31229, 5.08633;
59124, 3.1468, -1.51152, 17.2173;
59139, -23.7423, 29.8642, -37.7943;
59155, -27.0088, -27.2409, -29.7251;
59155, 26.6711, 10.0419, 16.4936;
59170, 26.3612, -17.7841, 19.8351;
59186, 28.3195, -7.76944, 13.3443;
59202, 13.293, 7.5799, -40.1206;
59217, 5.19627, 6.68423, -53.3162;
59233, 37.928, -14.6042, -1.1127;
59248, 14.265, -5.73318, 34.5371;
59248, 23.9711, 4.13138, -1.99121;
59264, 7.31721, -2.49158, 11.8082;
59280, 15.5966, -6.47516, 34.8734;
59295, 4.30055, -9.74387, 20.8453;
59311, 25.392, -14.944, 17.536;
59326, -17.5691, 18.7299, -33.387;
59326, -0.944658, -5.66316, -9.21219;
59342, 19.9041, -1.16394, 19.9336;
59358, -4.87524, 0.14798, 16.559;
59373, 13.6218, 4.52312, -11.3796;
59389, -8.3251, -0.395142, -16.556;
59404, -28.4882, 3.09232, -0.318756;
59420, 5.07763, -9.09373, -0.0348511;
59436, -9.97001, -4.27972, 28.4841;
59451, -25.3883, -4.6029, -0.867523;
59451, 17.0826, -0.196548, 12.23;
59467, 5.31425, -0.119553, -19.0061;
60762, -19.131, -35.9128, 17.9131;
60762, 9.26151, 5.27576, -5.12189;
60777, 7.56046, -19.0882, -26.8019;
60793, -20.3426, 22.1238, -0.301407;
60808, 0.323112, -0.12944, -0.885544;
60824, 5.50939, 0.776764, 4.50517;
60840, -12.5687, 9.5892, -7.54697;
60855, 2.54379, -5.86398, 18.7227;
65223, -0.770603, -0.785034, -8.88807;
65239, 12.8801, -28.0455, 5.20533;
65239, 3.21117, 15.7879, -6.36707;
65254, -3.8824, -4.19016, -1.22816;
65270, 10.4229, 5.79064, 12.3607;
65286, 7.27407, 9.20549, -6.53636;
65301, -16.2041, -34.9864, -41.513;
65317, 32.202, 19.4956, -14.4303;
65317, 3.85769, -16.0747, -12.1071;
65332, -10.5885, 1.17531, -4.07053;
65348, 13.8878, 1.11118, 7.22585;
65364, 5.16689, -5.2008, 3.88251;
65379, -2.99828, -5.68986, 15.1991;
65395, 1.63858, 1.87196, 22.5007;
65395, 2.24236, 15.2993, 9.72888;
65410, -17.777, -4.37933, -8.44002;
