0, 5.5016, 2.36884, 5.75528;
9859, -21.3395, 18.3951, -1.83309;
12371, 33.946, 46.969, 14.0959;
12386, 1.81904, -10.9972, -26.3892;
12386, -1.15607, 5.32094, -7.23126;
12402, 10.4859, -15.4632, -11.1089;
12418, 3.83528, 8.97713, 8.78342;
12433, -12.8501, 24.1783, -14.073;
19172, 5.80483, 2.53364, -10.9104;
22636, -4.53491, -10.8262, -4.97952;
22636, -4.8235, -2.56332, -4.40897;
22651, -6.83267, 3.37854, -1.80298;
22667, -3.68211, -11.6038, -4.70285;
22682, -5.57689, 2.77397, -12.3719;
22682, -11.7135, -3.22101, 15.7834;
23993, 9.59996, 11.7617, -34.1161;
24008, 14.106, -3.5329, -6.97882;
24008, -2.74166, -1.76178, 2.49404;
24024, -24.6363, 8.59262, 19.4205;
24040, -7.42119, 1.37288, -20.101;
26348, -12.1411, 0.851334, -18.8004;
26364, -2.09436, -9.16766, -9.94302;
26364, 0.279839, 12.2623, 1.80139;
26380, 6.62084, 10.0225, 9.77527;
26395, -3.55375, -6.04662, 6.57077;
26411, -8.9273, 3.50521, 3.43353;
26426, 5.47559, -5.29044, 1.61313;
26426, -3.17241, -21.0167, -7.43686;
26442, 20.8662, -12.4506, -5.76828;
26458, 0.241108, -16.878, 1.9352;
26473, 16.641, 3.2718, 4.93207;
26473, 4.19415, -3.55748, 7.33414;
26489, -0.368161, 4.70175, -11.5668;
26504, -6.27921, -12.8673, -6.75061;
26520, -13.3064, -0.850405, -13.8347;
26520, -25.1534, 18.344, -11.8275;
26536, 0.187508, -20.4983, -10.637;
26551, 8.30999, -1.65424, -16.0812;
26567, -11.3769, 6.52037, 8.89758;
26582, -22.5309, 0.0894165, -45.535;
26582, -2.82047, -9.72115, 12.0484;
26598, -8.07719, 3.82137, -13.6559;
27284, 16.2687, 28.3389, 15.6292;
27284, -9.93613, 12.6178, 1.96159;
27300, 16.9523, 1.13468, -8.1411;
54023, -4.33251, 12.6315, -9.3514;
54038, -22.3912, 1.13237, 5.47665;
54038, -7.53176, -7.76514, 18.7194;
55770, 0.41674, -3.76518, -6.3306;
55786, -15.3564, 3.35063, 18.2782;
55786, 6.88869, -7.88671, 6.75523;
55801, 9.32593, -3.9725, -12.2241;
55817, 30.4588, 48.6757, -59.9185;
63352, 15.0423, -10.7997, 10.7683;
63710, -17.6623, 21.4415, 12.1785;
68156, -0.442959, 4.65238, -0.572357;
68172, 5.8284, 8.5023, -5.20526;
68188, 7.7455, -17.7123, -23.3138;
68203, 24.7331, -2.15135, 19.9178;
68219, -18.7517, 7.02535, -0.182648;
68219, -10.2435, -11.061, 5.52179;
68234, 19.5853, -15.4668, -15.5221;
69717, -1.95445, -15.082, 19.8149;
69732, -13.883, 2.38435, -6.52478;
69748, 27.2623, 10.6898, -7.43439;
69763, -9.62226, -15.675, -7.68079;
69763, -15.2401, -1.59674, 3.39673;
69779, 8.4648, 7.99326, -8.02408;
69795, -26.0803, 4.44174, 18.8799;
69810, 25.5357, 1.40172, 0.897003;
69810, 5.31643, -2.89087, 0.521088;
69826, 2.7304, -12.4871, 6.39006;
69841, 6.69945, 5.31943, 6.57578;
69857, -2.07428, 13.5073, 2.3147;
69873, 22.4379, 13.364, -3.57516;
72961, 2.15416, -2.30495, 4.26996;
72977, 12.6046, -2.00761, -8.65506;
75130, 11.9105, -3.5962, 0.728027;
75145, 2.43956, -2.37012, -2.01309;
75645, -20.7037, -6.28456, -4.09033;
75660, -11.6818, 9.89507, 7.09561;
75676, 3.04205, 1.34221, 12.3448;
76066, -21.2241, 32.4032, -38.6419;
76081, -14.3137, -2.29662, 4.79972;
76705, -0.391846, 16.4341, 17.8972;
76721, 2.3854, -7.53683, 13.3704;
76737, 6.83447, -29.3398, 9.31812;
76752, 1.8691, -2.83287, 22.2491;
78312, -13.2894, -8.48124, 11.6707;
78328, -0.313053, -9.52945, -8.51421;
78343, 2.87633, 11.0626, -12.628;
78343, -1.50332, 4.35926, 1.41341;
78359, 4.1414, 8.99267, -4.33563;
78375, 8.36588, 24.2001, -20.1184;
78390, -0.50819, -18.1187, -15.0832;
78390, -9.32014, -0.963257, 6.22629;
78406, -4.07087, 7.6992, -1.69238;
78421, -4.9429, 30.2464, -14.8156;
78437, -12.4554, -28.3473, -5.2089;
78437, -1.54713, 24.5942, -29.2573;
78453, -15.2786, -7.52775, 14.8572;
